ID;Recipe;Page;Season;Favorite;Cooked;Book;Kitchen;Diet;Cover;Keywords;score
443;Castro's Cooler;163; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
444;Charlie Brown;272; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
445;Choco Colada;186; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
446;Coco Choco;273; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
447;Coconut;261; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
448;Coconut Kiss;273; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
449;Coconut Lips;273; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
450;Colonel Fizz;249; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
451;Comfort Sour;250; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
452;Copacabana;187; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
453;Cuba Libre;146; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
454;Cuban Island;164; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
455;Daydream;187; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
456;Devil;274; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
457;Don Promillo;208; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
458;Dry Martini;147; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
459;Due Campari;227; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
460;El Diabolo;164; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
461;Embrio;188; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
462;Ernestos Daiquiri;210; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
463;Everglade;164; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
464;WEISSER FRISCHKÄSE;1; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
465;PRIMOSALE MIT AROMATISCHEN KRÄU;2; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
466;FRISCHER CACIOTTA-KÄSE;3; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
467;CACIOTTA-KÄSE MIT SAFRAN;4; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
468;STRACCHINO;5; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
469;BASE FÜR GORGONZOLA;6; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
470;RICOTTA AUS MILCH;7; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
471;MASCARPONE;8; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
472;WEICHER STREICHKÄSE;9; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
473;SCHNELLER KÄSE OHNE LAB;10; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
474;SCHNELLER KÄSE OHNE LAB MIT MEDITERRANEN KRÄUTERN;11; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
475;TOFU;12; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
476;RICOTTA OHNE LAKTOSE;13; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
477;CREMIGER ZIEGENKÄSE;14; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
478;MOZZARELLA;15; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
479;STRACCIATELLA-KÄSE;16; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
480;KLASSISCHER JOGURT;17; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
481;GRIECHISCHER JOGHURT;18; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
482;PFLANZLICHER GRIECHISCHER JOGHURT;19; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
483;TSATSIKI-SAUCE;20; ; ; ;Ariete - B-cheese; Hausgemachter Käse; ;;;0
484;Aprikosenpäckchen mit Honigglasur;74;;;;Basan - Marokkanische Kueche;;;;;0
485;Artischockenherzen mit Ingwer, Honig und Salzzitronen;21;;;;Basan - Marokkanische Kueche;;;;;0
486;Artischockenherzen-Orangen-Salat;65;;;;Basan - Marokkanische Kueche;;;;;0
487;Beghrir;34;;;;Basan - Marokkanische Kueche;;;;;0
488;Bissara-Dip mit Zahtar;19;;;;Basan - Marokkanische Kueche;;;;;0
489;Butternusskürbis mit karamellisierten Schalotten;46;;;;Basan - Marokkanische Kueche;;;;;0
490;Chermoula;12;;;;Basan - Marokkanische Kueche;;;;;0
491;Couscous mit getrockneten Früchten und Nüssen;63;;;;Basan - Marokkanische Kueche;;;;;0
492;Feurige Hahnchenflugel mit Blutorangen;52;;;;Basan - Marokkanische Kueche;;;;;0
493;Fisch-Chermoula-Pastetchen;40;;;;Basan - Marokkanische Kueche;;;;;0
494;Fischküchlein mit Gurken-Zimt-Salat;25;;;;Basan - Marokkanische Kueche;;;;;0
495;Frittierte Baby-Kalmare mit Ingwer und Koriander;23;;;;Basan - Marokkanische Kueche;;;;;0
496;Frühlingsrollen mit Hühnchen;42;;;;Basan - Marokkanische Kueche;;;;;0
497;Gebratene Entenschenkel mit Quitte, Ingwer, Honig und Zimt;54;;;;Basan - Marokkanische Kueche;;;;;0
498;Gebratene Karotten mit Mango und Ingwer;64;;;;Basan - Marokkanische Kueche;;;;;0
499;Gebratene Lammhaxe mit Datteln und Mandeln;55;;;;Basan - Marokkanische Kueche;;;;;0
500;Gebratene Wachtel mit Weintrauben;53;;;;Basan - Marokkanische Kueche;;;;;0
501;Gebräuntes Mulhalbia mit Rosenblütenmarmelade;76;;;;Basan - Marokkanische Kueche;;;;;0
502;Gegrillte Auberginen mit Honig und Gewürzen;22;;;;Basan - Marokkanische Kueche;;;;;0
503;Gegrillter Fisch in Weinblättern mit süß-saurer Chili-Soße;48;;;;Basan - Marokkanische Kueche;;;;;0
504;Gegrillter Schwertfisch mit gerösteten Zimt-Tomaten;50;;;;Basan - Marokkanische Kueche;;;;;0
505;Gekühlte Mandel-Knoblauch-Suppe mit Trauben;29;;;;Basan - Marokkanische Kueche;;;;;0
506;Geröstete rote Paprikaschoten mit Feta, Kapern und Salzzitronen;20;;;;Basan - Marokkanische Kueche;;;;;0
507;Gewürzte Kürbisspalten mit Spinat;67;;;;Basan - Marokkanische Kueche;;;;;0
508;Gewürzte Sardinen mit Grapefruit-Fenchel-Salat;49;;;;Basan - Marokkanische Kueche;;;;;0
509;Granatapfeljoghurt mit Minze und Grapefruitsalat;72;;;;Basan - Marokkanische Kueche;;;;;0
510;Harissa;13;;;;Basan - Marokkanische Kueche;;;;;0
511;Joghurtkuchen mit Pistazien und Passionsfrüchten;77;;;;Basan - Marokkanische Kueche;;;;;0
512;Keta mit Ei und Tomate;43;;;;Basan - Marokkanische Kueche;;;;;0
513;Kesra;35;;;;Basan - Marokkanische Kueche;;;;;0
514;Kichererbsen-Linsen-Suppe mit Fenchel-Honig-Brötchen;26;;;;Basan - Marokkanische Kueche;;;;;0
515;Kurz gebratener Thunfisch mit Chili und Brunnenkresse-Salat;51;;;;Basan - Marokkanische Kueche;;;;;0
516;Linsensalat mit roten Zwiebeln;61;;;;Basan - Marokkanische Kueche;;;;;0
517;Majoun im Sesammantel;37;;;;Basan - Marokkanische Kueche;;;;;0
518;Mandel- und Pistazien-Eiscreme;71;;;;Basan - Marokkanische Kueche;;;;;0
519;M'Hanncha;78;;;;Basan - Marokkanische Kueche;;;;;0
520;Minztee;79;;;;Basan - Marokkanische Kueche;;;;;0
521;Ouarka;14;;;;Basan - Marokkanische Kueche;;;;;0
522;Pastete mit Ei und Cashewnüssen;39;;;;Basan - Marokkanische Kueche;;;;;0
523;Pita mit Huhn und Salat;41;;;;Basan - Marokkanische Kueche;;;;;0
524;Pochierte Birnen in aromatischem Honigsirup;73;;;;Basan - Marokkanische Kueche;;;;;0
525;Rotbarbe mit Chermoula und Salzzitronen;47;;;;Basan - Marokkanische Kueche;;;;;0
526;Rote-Bete-Salat mit Orangen;60;;;;Basan - Marokkanische Kueche;;;;;0
527;Salat aus sautierten Kräutern mit Chili und Salzzitrone;62;;;;Basan - Marokkanische Kueche;;;;;0
528;Salate aus Dicken Bohnen und Karotten;66;;;;Basan - Marokkanische Kueche;;;;;0
529;Salzzitronen;12;;;;Basan - Marokkanische Kueche;;;;;0
530;Samtige Kürbissuppe mit Reis;30;;;;Basan - Marokkanische Kueche;;;;;0
531;Sautierte Hühnerleber mit gerosteten Haselnüssen;28;;;;Basan - Marokkanische Kueche;;;;;0
532;Scharfe Kochbananen-Snacks;38;;;;Basan - Marokkanische Kueche;;;;;0
533;Scharfe Rinderhack-Kebabs mit Kichererbsen-Püree;56;;;;Basan - Marokkanische Kueche;;;;;0
534;Scharf-würzige Garnelen mit Koriander;24;;;;Basan - Marokkanische Kueche;;;;;0
535;Smen;15;;;;Basan - Marokkanische Kueche;;;;;0
536;Sommerliche Gemüse-Kebabs mit Harissa-Joghurt-Dip;57;;;;Basan - Marokkanische Kueche;;;;;0
537;Süßer Couscous mit Fruchtkompott;75;;;;Basan - Marokkanische Kueche;;;;;0
538;Tabil;15;;;;Basan - Marokkanische Kueche;;;;;0
539;Tomaten-Kürbis-Suppe mit Ras el Hanout;31;;;;Basan - Marokkanische Kueche;;;;;0
540;Wassermelonen- und Orangen-Granitas;70;;;;Basan - Marokkanische Kueche;;;;;0
541;Würzige, gefüllte Röllchen;36;;;;Basan - Marokkanische Kueche;;;;;0
542;Zahlouk mit Zucchini und Blumenkohl;18;;;;Basan - Marokkanische Kueche;;;;;0
543;Zahtar;15;;;;Basan - Marokkanische Kueche;;;;;0
544;Adobo;52;;;;Farrimond - Gewürze;;;;;0
545;Chaut Masala;42;;;;Farrimond - Gewürze;;;;;0
546;Adobo-Marinade;53;;;;Farrimond - Gewürze;;;;;0
547;Adobo,philippinisches,mit Hähnchen und Schweineficisch;208;;;;Farrimond - Gewürze;;;;;0
548;Advich;27;;;;Farrimond - Gewürze;;;;;0
549;Milchreis,persischer;210;;;;Farrimond - Gewürze;;;;;0
550;Afghanistan;174,194,200;;;;Farrimond - Gewürze;;;;;0
551;Horn von Afrika;31,32;;;;Farrimond - Gewürze;;;;;0
552;Maghreb;30-31,32-33;;;;Farrimond - Gewürze;;;;;0
553;Ostaltk; Ostaltke;;;;Farrimond - Gewürze;;;;;0
554;Südafrika;31,36-37;;;;Farrimond - Gewürze;;;;;0
555;Westafrika;30-31,36;;;;Farrimond - Gewürze;;;;;0
556;Zentralafrika;31,35;;;;Farrimond - Gewürze;;;;;0
557;Agypten;20,28;;;;Farrimond - Gewürze;;;;;0
558;Ajowan;200;;;;Farrimond - Gewürze;;;;;0
559;Anardana;150;;;;Farrimond - Gewürze;;;;;0
560;Anis;88;;;;Farrimond - Gewürze;;;;;0
561;Bockshomkice;206;;;;Farrimond - Gewürze;;;;;0
562;Dill;110;;;;Farrimond - Gewürze;;;;;0
563;Galgant;138;;;;Farrimond - Gewürze;;;;;0
564;Knoblauch;172;;;;Farrimond - Gewürze;;;;;0
565;Koriander;28,122;;;;Farrimond - Gewürze;;;;;0
566;Kreuzkümmel;20,28,126;;;;Farrimond - Gewürze;;;;;0
567;Kümmel;106;;;;Farrimond - Gewürze;;;;;0
568;Loomi;142;;;;Farrimond - Gewürze;;;;;0
569;SchwarzkUmmel;128;;;;Farrimond - Gewürze;;;;;0
570;Selleriesamen;202.;;;;Farrimond - Gewürze;;;;;0
571;Sesam;168;;;;Farrimond - Gewürze;;;;;0
572;Zimt;80,82;;;;Farrimond - Gewürze;;;;;0
573;Aji Limo;68;;;;Farrimond - Gewürze;;;;;0
574;Ajowan;10,15,200-201;;;;Farrimond - Gewürze;;;;;0
576;Akazic 15,166-167,215,217; ;;;;Farrimond - Gewürze;;;;;0
577;Aldchyde,fruchtige;13,15,160-163;;;;Farrimond - Gewürze;;;;;0
578;Aleppo-Chilis;21,22;;;;Farrimond - Gewürze;;;;;0
579;Ali Baba;168;;;;Farrimond - Gewürze;;;;;0
580;Amazonasbecken;63,67;;;;Farrimond - Gewürze;;;;;0
581;Amchur;14,39,42,148-149;;;;Farrimond - Gewürze;;;;;0
583;Chaat Masala;42;;;;Farrimond - Gewürze;;;;;0
584;Amerika;62-69;;;;Farrimond - Gewürze;;;;;0
585;Anden;63,66-67;;;;Farrimond - Gewürze;;;;;0
586;Karibik;63,64;;;;Farrimond - Gewürze;;;;;0
587;Mexiko und Zentralamerika;63,64-65;;;;Farrimond - Gewürze;;;;;0
588;Nordamerika;63,68;;;;Farrimond - Gewürze;;;;;0
589;Sudamcrika (Westen) 63,68-69; ;;;;Farrimond - Gewürze;;;;;0
590;Ananas: Dattel-Tamarinden-Granita mit karamellisierter Ananas;156;;;;Farrimond - Gewürze;;;;;0
591;Anardana;14,160-161,215,217;;;;Farrimond - Gewürze;;;;;0
592;Ancho-Chilis;192;;;;Farrimond - Gewürze;;;;;0
593;Mole-Mix;65;;;;Farrimond - Gewürze;;;;;0
594;Anden 63,66-67 Anethol;11,12,17;;;;Farrimond - Gewürze;;;;;0
595;Anis;14,88-89;;;;Farrimond - Gewürze;;;;;0
597;Annatto;14,47,114-116;;;;Farrimond - Gewürze;;;;;0
599;Apfel-Blätterteig-Rosen,süß-würzige Aprikosen,getrocknete: Lamm-Kofte;210;;;;Farrimond - Gewürze;;;;;0
600;Arabische Halbinsel;21,29;;;;Farrimond - Gewürze;;;;;0
601;Arabische Händler;20;;;;Farrimond - Gewürze;;;;;0
602;Ingwer;185;;;;Farrimond - Gewürze;;;;;0
603;Johannisbrot;158;;;;Farrimond - Gewürze;;;;;0
604;Kreuzkümmel;126;;;;Farrimond - Gewürze;;;;;0
605;Mohn;198;;;;Farrimond - Gewürze;;;;;0
606;Safran;194;;;;Farrimond - Gewürze;;;;;0
607;Schwarzer Pfeffer;184;;;;Farrimond - Gewürze;;;;;0
608;Zimt;80;;;;Farrimond - Gewürze;;;;;0
609;Arbol-Chilis;192;;;;Farrimond - Gewürze;;;;;0
610;Aromagruppen;12-15;;;;Farrimond - Gewürze;;;;;0
612;Arrabiata-Sauce;76;;;;Farrimond - Gewürze;;;;;0
613;Asant;10,15,174-175;;;;Farrimond - Gewürze;;;;;0
615;Gunpowder;45;;;;Farrimond - Gewürze;;;;;0
616;Aschanti-Pfeffer: Yaji;36;;;;Farrimond - Gewürze;;;;;0
617;Assurbanipal;160;;;;Farrimond - Gewürze;;;;;0
618;Athiopien;31;;;;Farrimond - Gewürze;;;;;0
619;Bockshornkice;32;;;;Farrimond - Gewürze;;;;;0
620;Chili;32,190;;;;Farrimond - Gewürze;;;;;0
621;Korarima;31,32;;;;Farrimond - Gewürze;;;;;0
622;Mohrenpfeffer;130;;;;Farrimond - Gewürze;;;;;0
623;Auberginen: Hähnchen-Auberginen-Biryani mit Siebengewürz;104;;;;Farrimond - Gewürze;;;;;0
624;Australien;144,146,166,176;;;;Farrimond - Gewürze;;;;;0
625;Aztcken; Aztcken|;;;;Farrimond - Gewürze;;;;;0
626;Annatto;114;;;;Farrimond - Gewürze;;;;;0
627;Chili;190;;;;Farrimond - Gewürze;;;;;0
628;Kakao;162;;;;Farrimond - Gewürze;;;;;0
629;Vanille;100;;;;Farrimond - Gewürze;;;;;0
630;Baharat;22-23,25,126;;;;Farrimond - Gewürze;;;;;0
631;Baharat,arabisches;26;;;;Farrimond - Gewürze;;;;;0
632;Lamm-Kofte;210;;;;Farrimond - Gewürze;;;;;0
633;Bangladesch;39,42-43;;;;Farrimond - Gewürze;;;;;0
634;Amchur;148;;;;Farrimond - Gewürze;;;;;0
635;Curryblatt;176;;;;Farrimond - Gewürze;;;;;0
636;BBQ-Rub;68;;;;Farrimond - Gewürze;;;;;0
637;Berbcritze;14,21,160-161;;;;Farrimond - Gewürze;;;;;0
639;Bhutan;39,41,132,186;;;;Farrimond - Gewürze;;;;;0
640;Bird's-Eye-Chili;51,193;;;;Farrimond - Gewürze;;;;;0
641;Biryani: Hähnchen-Auberginen-Biryani mit Siebengewürz;104;;;;Farrimond - Gewürze;;;;;0
642;Blätterteig Apfel-Blätterteig-Rosen,süß-würzige;182;;;;Farrimond - Gewürze;;;;;0
643;Blüten;11;;;;Farrimond - Gewürze;;;;;0
644;Bobimbi: Mbongo-Mix;35;;;;Farrimond - Gewürze;;;;;0
645;Bockshornklee 11,15,206-207 Aromaverbindungen;207,215,217;;;;Farrimond - Gewürze;;;;;0
646;Chmeli Suneli;77;;;;Farrimond - Gewürze;;;;;0
647;Durban Curry Masala;37;;;;Farrimond - Gewürze;;;;;0
648;Niter kibbch;32;;;;Farrimond - Gewürze;;;;;0
649;Panch Phocan;43;;;;Farrimond - Gewürze;;;;;0
650;Vindaloo-Paste;44;;;;Farrimond - Gewürze;;;;;0
651;Bohnen,schwarze: Bohnen-Chili-Sauce;61;;;;Farrimond - Gewürze;;;;;0
652;Bohnenkraut: Chmeli Suneli;77;;;;Farrimond - Gewürze;;;;;0
653;Brasilien;63,148,162,184;;;;Farrimond - Gewürze;;;;;0
654;Bulgarien;120;;;;Farrimond - Gewürze;;;;;0
655;Bulgur: Lamm-Köfte;210;;;;Farrimond - Gewürze;;;;;0
656;Bumbu;52;;;;Farrimond - Gewürze;;;;;0
657;Jakobsmuscheln,würzige,mit Safran-Beurre-blanc;196;;;;Farrimond - Gewürze;;;;;0
658;Capsaicin;13,165,190;;;;Farrimond - Gewürze;;;;;0
659;Caryophyllen;10;;;;Farrimond - Gewürze;;;;;0
660;Cascabel-Chilis;192;;;;Farrimond - Gewürze;;;;;0
661;Cassia-Zimt;10,14,55,82-83;;;;Farrimond - Gewürze;;;;;0
663;Garam Masala;40];;;;Farrimond - Gewürze;;;;;0
664;Cayenne;193;;;;Farrimond - Gewürze;;;;;0
665;Paclla-Mix;74;;;;Farrimond - Gewürze;;;;;0
666;Yaji;36;;;;Farrimond - Gewürze;;;;;0
667;Chana Dal: Gunpowder;45;;;;Farrimond - Gewürze;;;;;0
668;Chana Masala mit Süßkartoffel; und;;;;Farrimond - Gewürze;;;;;0
669;Spinat;2111;;;;Farrimond - Gewürze;;;;;0
670;Chili;10,15,21,190-193;;;;Farrimond - Gewürze;;;;;0
671;Amazonasbecken;67;;;;Farrimond - Gewürze;;;;;0
672;Anden;66;;;;Farrimond - Gewürze;;;;;0
673;Apfel-Blättertcig-Rosen,sUB-würzige;182;;;;Farrimond - Gewürze;;;;;0
675;Baklouti-Chilis;31;;;;Farrimond - Gewürze;;;;;0
676;BBO-Rub;68;;;;Farrimond - Gewürze;;;;;0
677;Bohnen-Chili-Sauce;61;;;;Farrimond - Gewürze;;;;;0
678;Chimichurri;66;;;;Farrimond - Gewürze;;;;;0
679;Cumari-Chilis;63;;;;Farrimond - Gewürze;;;;;0
680;Fischcurrypaste,malaysische 51| Frankreich;74;;;;Farrimond - Gewürze;;;;;0
681;Frische Chilis;192-193;;;;Farrimond - Gewürze;;;;;0
682;Gemahlene Chilis;193;;;;Farrimond - Gewürze;;;;;0
683;Gctrocknete Chilis;192-193;;;;Farrimond - Gewürze;;;;;0
684;Gotria-Chilis;70;;;;Farrimond - Gewürze;;;;;0
685;Harissa;33;;;;Farrimond - Gewürze;;;;;0
686;Lachs,gedämpfter,mit Chili; und;;;;Farrimond - Gewürze;;;;;0
687;Stemanis;92;;;;Farrimond - Gewürze;;;;;0
688;Leche de Tigre;69;;;;Farrimond - Gewürze;;;;;0
689;Masor-Tenga-Fisch-Curry;211;;;;Farrimond - Gewürze;;;;;0
690;Mole-Mix;651;;;;Farrimond - Gewürze;;;;;0
691;Mulato-Chilis;63;;;;Farrimond - Gewürze;;;;;0
692;Nuoc Cham;50;;;;Farrimond - Gewürze;;;;;0
693;Piri Piri;31;;;;Farrimond - Gewürze;;;;;0
694;S-Chug;25;;;;Farrimond - Gewürze;;;;;0
695;Shichimi Togarashi;57;;;;Farrimond - Gewürze;;;;;0
696;Spanien und Portugal;75;;;;Farrimond - Gewürze;;;;;0
697;Timur ko chop;41;;;;Farrimond - Gewürze;;;;;0
698;Tucupi;67;;;;Farrimond - Gewürze;;;;;0
699;China;21,55;;;;Farrimond - Gewürze;;;;;0
700;Berberitze;160;;;;Farrimond - Gewürze;;;;;0
701;Cassia-Zimt;82;;;;Farrimond - Gewürze;;;;;0
702;Chili;190,193;;;;Farrimond - Gewürze;;;;;0
703;Gewürznelke;84;;;;Farrimond - Gewürze;;;;;0
704;Ingwer;55;;;;Farrimond - Gewürze;;;;;0
705;Koriander;122;;;;Farrimond - Gewürze;;;;;0
706;Kreuzkümmel;61,126;;;;Farrimond - Gewürze;;;;;0
707;Kurkuma;204;;;;Farrimond - Gewürze;;;;;0
708;Nordchina;55,58;;;;Farrimond - Gewürze;;;;;0
709;Ostchina;58-59;;;;Farrimond - Gewürze;;;;;0
710;Rose;120;;;;Farrimond - Gewürze;;;;;0
711;Safran;61,194;;;;Farrimond - Gewürze;;;;;0
712;Schwarzer Kardamom;132;;;;Farrimond - Gewürze;;;;;0
713;Seidenstraße;21;;;;Farrimond - Gewürze;;;;;0
714;Selleriesamen;202;;;;Farrimond - Gewürze;;;;;0
715;Senf;178;;;;Farrimond - Gewürze;;;;;0
716;Sternanis;90|;;;;Farrimond - Gewürze;;;;;0
717;Südchina;55,60-61;;;;Farrimond - Gewürze;;;;;0
718;SuBholz;96;;;;Farrimond - Gewürze;;;;;0
719;Szechuanpfeffer;61,186;;;;Farrimond - Gewürze;;;;;0
720;Westchina;54,61;;;;Farrimond - Gewürze;;;;;0
721;Zitronenmyrte;144;;;;Farrimond - Gewürze;;;;;0
722;Zitronengras;146;;;;Farrimond - Gewürze;;;;;0
723;Chios;71,116;;;;Farrimond - Gewürze;;;;;0
724;Chipotle-Chili-Pulver;193;;;;Farrimond - Gewürze;;;;;0
725;Jamaican Jerk;64;;;;Farrimond - Gewürze;;;;;0
726;Chorizo: Paella;213;;;;Farrimond - Gewürze;;;;;0
727;Cincol;10,12,17;;;;Farrimond - Gewürze;;;;;0
728;Cleopatra;194;;;;Farrimond - Gewürze;;;;;0
729;Cortés,Hernán;100,190;;;;Farrimond - Gewürze;;;;;0
730;Culpeper,Nicholas;136;;;;Farrimond - Gewürze;;;;;0
731;Chana Masala mit Saßkartoffel und Spinat;211;;;;Farrimond - Gewürze;;;;;0
732;Durban Beef Bunny Chow;211;;;;Farrimond - Gewürze;;;;;0
733;Erdnusscurry,westafrikanisches,mit Durban Masala;124;;;;Farrimond - Gewürze;;;;;0
734;Hähnchen-Auberginen-Biryani mit Siebengewürz 104; ;;;;Farrimond - Gewürze;;;;;0
735;Larbsalat,asiatischer,mit Curryente und Khao Kua;140;;;;Farrimond - Gewürze;;;;;0
736;Vindaloo, goanisches;212;;;;Farrimond - Gewürze;;;;;0
737;Curryblatt;15,176-177;;;;Farrimond - Gewürze;;;;;0
739;Dattel-Tamarinden-Granita mit karamellisicrter Ananas;156;;;;Farrimond - Gewürze;;;;;0
740;Deutschland;70-71,72;;;;Farrimond - Gewürze;;;;;0
741;Dill;10,14,110-111;;;;Farrimond - Gewürze;;;;;0
742;Aromaverbindungen 111,214,216; ;;;;Farrimond - Gewürze;;;;;0
743;Ejjch mit Zucchini, Feta und Dill-Loomi-Harissa;112;;;;Farrimond - Gewürze;;;;;0
744;Gurken, eingelegte;111;;;;Farrimond - Gewürze;;;;;0
745;Dioscorides;206;;;;Farrimond - Gewürze;;;;;0
746;Duftende Terpene 12, 15,;116-125;;;;Farrimond - Gewürze;;;;;0
747;Dukkah;28;;;;Farrimond - Gewürze;;;;;0
748;Durban 36,;37;;;;Farrimond - Gewürze;;;;;0
749;Durban Curry Masala;37.;;;;Farrimond - Gewürze;;;;;0
750;Erdnusscurry, westafrikanisches, mit Durban Masala;124;;;;Farrimond - Gewürze;;;;;0
751;Durchdringende Terpene;12,15,130-141;;;;Farrimond - Gewürze;;;;;0
752;Ecuador;63,162;;;;Farrimond - Gewürze;;;;;0
753;Eier: Ejjch mit Zucchini, Feta und Dill-Loomi-Harissa;112;;;;Farrimond - Gewürze;;;;;0
754;Einzigartige Stofte 13,15,194-209; ;;;;Farrimond - Gewürze;;;;;0
755;Larbsalat, asiatischer, mit Curryente und Khao Kua;140;;;;Farrimond - Gewürze;;;;;0
756;Nanjing-Ente;212;;;;Farrimond - Gewürze;;;;;0
757;Erdige Terpene 12, 15,;126-129;;;;Farrimond - Gewürze;;;;;0
758;Mbongo-Mix;35;;;;Farrimond - Gewürze;;;;;0
759;Escoffier, Georges;164;;;;Farrimond - Gewürze;;;;;0
760;Espelette;193;;;;Farrimond - Gewürze;;;;;0
761;Eugenol;11,12,17;;;;Farrimond - Gewürze;;;;;0
762;uropa;70-77;;;;Farrimond - Gewürze;;;;;0
763;Deutschland;71,72-73;;;;Farrimond - Gewürze;;;;;0
764;Frankreich;70-71,74;;;;Farrimond - Gewürze;;;;;0
765;Großbritannien;70,73;;;;Farrimond - Gewürze;;;;;0
766;Italien;71,76-77;;;;Farrimond - Gewürze;;;;;0
767;Spanien und Portugal;70,74-75;;;;Farrimond - Gewürze;;;;;0
768;Südosteuropa;71,77;;;;Farrimond - Gewürze;;;;;0
769;Fenchelsamen;14,39,94-95;;;;Farrimond - Gewürze;;;;;0
770;Aromaverbindungen;12,95,214,216;;;;Farrimond - Gewürze;;;;;0
771;Fischcurrypaste, malaysische;51;;;;Farrimond - Gewürze;;;;;0
772;Fünf-Gewürze-Pulver;60;;;;Farrimond - Gewürze;;;;;0
773;Panch Phoran;43;;;;Farrimond - Gewürze;;;;;0
774;Fetakise: Ejjch mit Zucchini, Feta und Dill-Loomi-Harissa;112;;;;Farrimond - Gewürze;;;;;0
775;Finnland 71,;108;;;;Farrimond - Gewürze;;;;;0
776;Lachs, gedämpfter, mit Chili und Sternanis;92;;;;Farrimond - Gewürze;;;;;0
777;Frankreich 70,;74;;;;Farrimond - Gewürze;;;;;0
778;Früchte;10;;;;Farrimond - Gewürze;;;;;0
779;Fruchtige Aldehyde;13,15,160-163;;;;Farrimond - Gewürze;;;;;0
780;Fünf-Gewürze-Pulver;60,91;;;;Farrimond - Gewürze;;;;;0
781;Gebratene Garnelen mit Fünf-Gewürze-Pulver;213;;;;Farrimond - Gewürze;;;;;0
782;Galen;128,172;;;;Farrimond - Gewürze;;;;;0
783;Galgant;10,47,138-139;;;;Farrimond - Gewürze;;;;;0
784;Aromaverbindungen;13,14,17;;;;Farrimond - Gewürze;;;;;0
785;Gama, Vasco da;184;;;;Farrimond - Gewürze;;;;;0
786;Ganesha;148;;;;Farrimond - Gewürze;;;;;0
787;Garam Masala 40, 91,;126;;;;Farrimond - Gewürze;;;;;0
788;Chana Masala mit Süßkartoffel und Spinat;211;;;;Farrimond - Gewürze;;;;;0
789;Garam Masala, burmesisches;48;;;;Farrimond - Gewürze;;;;;0
790;Garnelen, gebratene, mit Fünf-Gewürze-Pulver;213;;;;Farrimond - Gewürze;;;;;0
791;Sommerrollen mit Garnelen;212;;;;Farrimond - Gewürze;;;;;0
792;Georgien 71, 77,;126;;;;Farrimond - Gewürze;;;;;0
793;Gerard, John;160;;;;Farrimond - Gewürze;;;;;0
